feature,importance
DRFP_476,0.000691971407332985
DRFP_1227,0.0006916950048973751
DRFP_1813,0.0006904639689412748
DRFP_1372,0.0006900855656777314
DRFP_1200,0.0006875194361099567
DRFP_1008,0.0006862498361921817
DRFP_1806,0.000684908723027957
DRFP_1883,0.0006800286467815595
DRFP_323,0.0006783547257537756
DRFP_1169,0.0006777951688424037
DRFP_246,0.0006744203333831996
DRFP_1574,0.0006733819869516605
DRFP_576,0.0006717148845882253
DRFP_1262,0.0006657424287418944
DRFP_2042,0.0006644491585168902
DRFP_939,0.0006554748658679211
DRFP_1261,0.0006491284396783967
DRFP_578,0.0006489619601767891
DRFP_1752,0.0006476451969797483
DRFP_1286,0.0006438306648023336
DRFP_929,0.0006373006766608541
DRFP_1827,0.0006367306817607215
DRFP_1383,0.0006325261376228553
DRFP_547,0.0006303881087314618
DRFP_1698,0.0006289896867637525
DRFP_691,0.000627549952572277
DRFP_716,0.000626222146041036
DRFP_1872,0.0006255181998042786
DRFP_303,0.0006236109778019515
DRFP_1782,0.0006207218133783218
DRFP_302,0.0006147331644910674
DRFP_788,0.0006110662749565193
DRFP_264,0.0006094457096393731
DRFP_195,0.0006085621382272676
DRFP_1627,0.0006083754838725544
DRFP_623,0.0006060191864104029
DRFP_450,0.0006047501063026606
DRFP_1977,0.0006042193033103019
DRFP_793,0.0006035004858553695
DRFP_1436,0.0006025050939537711
DRFP_1751,0.0006022102267587826
DRFP_924,0.0006011562415283261
DRFP_298,0.0006001024862669678
DRFP_861,0.0005996697690932527
DRFP_168,0.0005994315343725388
DRFP_1155,0.0005988134694448434
DRFP_1879,0.000598701925877547
DRFP_1448,0.0005985116673558303
DRFP_1731,0.0005974259842553411
DRFP_1920,0.000593614017509482
DRFP_651,0.0005933123618769849
DRFP_1939,0.0005927963896449288
DRFP_1020,0.0005922300183549223
DRFP_362,0.0005919608161941629
DRFP_503,0.0005918390012757016
DRFP_765,0.0005916578421685688
DRFP_701,0.0005911360657973827
DRFP_1509,0.0005864442792322349
DRFP_824,0.0005836229200549394
DRFP_1179,0.0005831521821169296
DRFP_1605,0.0005822411290295265
DRFP_1455,0.0005813704149808659
DRFP_1966,0.0005804815236956398
DRFP_1927,0.0005783163343332722
DRFP_675,0.0005755422355045188
DRFP_227,0.0005727132555197166
DRFP_1361,0.0005708667507817518
DRFP_805,0.0005700916157829052
DRFP_3,0.0005692734870495829
DRFP_1026,0.0005688510263242419
DRFP_1819,0.0005687068268505272
DRFP_1096,0.0005685255745875216
DRFP_121,0.00056561077759656
DRFP_795,0.0005627347556484658
DRFP_392,0.0005589941587628134
DRFP_951,0.0005570688611447219
DRFP_809,0.0005562768532990577
DRFP_539,0.0005557457194675593
DRFP_2022,0.0005542202767031219
DRFP_238,0.0005529177742338012
DRFP_1600,0.0005510965135355582
DRFP_1189,0.0005507074015066393
DRFP_914,0.0005499306555597421
DRFP_1962,0.0005495979064071907
DRFP_470,0.0005494000400173197
DRFP_1486,0.0005490419560211582
DRFP_1127,0.0005490044197942677
DRFP_1032,0.0005488029269885335
DRFP_260,0.0005482679008625142
DRFP_230,0.0005477754205101168
DRFP_254,0.000541625250173008
DRFP_943,0.0005402191218732285
DRFP_244,0.000536535249354431
DRFP_1688,0.0005351288229715308
DRFP_339,0.0005350637010426311
DRFP_1003,0.0005292607893045954
DRFP_1176,0.000523508895795005
DRFP_684,0.000523028198717113
DRFP_1798,0.0005227900085625832
DRFP_1756,0.0005225791206580916
DRFP_1138,0.0005207001142358441
DRFP_801,0.0005179728912351757
DRFP_146,0.0005174835076578117
DRFP_229,0.0005165073779584777
DRFP_1952,0.000515865710217861
DRFP_1981,0.0005157719827179391
DRFP_1231,0.0005131584593281818
DRFP_1832,0.0005115099254765753
DRFP_1868,0.0005111739696870393
DRFP_1120,0.0005110456013631674
DRFP_462,0.0005058624731121476
DRFP_22,0.0005040562748287274
DRFP_272,0.0005040430673147515
DRFP_1454,0.0005001185630022697
DRFP_808,0.0004976206358473555
DRFP_430,0.0004960064493607482
DRFP_107,0.0004938490312021311
DRFP_1739,0.000490723906144155
DRFP_682,0.0004906727816104848
DRFP_1763,0.0004904716390078173
DRFP_1526,0.0004899143479655656
DRFP_1431,0.0004877866957238849
DRFP_891,0.00048684100358286546
DRFP_1596,0.00048660878149871115
DRFP_991,0.00048649431773754284
DRFP_60,0.0004795036651333074
DRFP_1178,0.0004777282024827581
DRFP_693,0.00047444612290293176
DRFP_1014,0.00047440223934132304
DRFP_393,0.000474217007652558
DRFP_1035,0.0004720582794148312
DRFP_546,0.00047091448012587863
DRFP_1921,0.0004701313276307262
DRFP_1405,0.00046926657247533843
DRFP_1808,0.0004683941812646905
DRFP_1119,0.00046837912048062954
DRFP_1468,0.00046821919359150586
DRFP_17,0.0004682008719387714
DRFP_155,0.0004681123570622316
DRFP_878,0.00046482946342474567
DRFP_1735,0.00046448620554914765
DRFP_1693,0.00046192600165760546
DRFP_1699,0.0004605610402649892
DRFP_823,0.0004594930404732199
DRFP_947,0.0004587489855127107
DRFP_349,0.00045826242995956933
DRFP_1502,0.0004578302999835785
DRFP_1518,0.00045621207291437343
DRFP_1258,0.0004531870138287291
DRFP_984,0.00045299366944184246
DRFP_1396,0.00045295733344003343
DRFP_1059,0.0004511868192059699
DRFP_1236,0.00044914263512553575
DRFP_1649,0.00044709111865396187
DRFP_1659,0.0004463169927936439
DRFP_129,0.0004451841492634624
DRFP_1755,0.0004434835383529647
DRFP_1254,0.00044270038833883643
DRFP_1279,0.00044072915577739207
DRFP_433,0.0004387566224699508
DRFP_1953,0.0004385882070194363
DRFP_440,0.0004351894882160315
DRFP_1140,0.00043505998380029655
DRFP_289,0.00043379925968733203
DRFP_1367,0.0004334884191767795
DRFP_990,0.00043346258592069967
DRFP_1316,0.0004306671122793963
DRFP_1607,0.00043002046678699006
DRFP_367,0.0004274925307566539
DRFP_270,0.00042509611123862337
DRFP_105,0.0004249408769232106
DRFP_1287,0.0004238184614351648
DRFP_2021,0.00042376062277884734
DRFP_325,0.000422865819517584
DRFP_220,0.0004216865005922915
DRFP_1086,0.00042033387014049774
DRFP_1775,0.0004118095521538113
DRFP_1958,0.00041104941317436937
DRFP_501,0.0004093677626998841
DRFP_218,0.00040902406725469717
DRFP_636,0.0004058954825591913
DRFP_191,0.0004046623722626749
DRFP_1245,0.00040376429000994063
DRFP_493,0.00040329263861585743
DRFP_504,0.0004028799457173071
DRFP_518,0.0004025197396098814
DRFP_421,0.0004024406511976811
DRFP_2024,0.0003983191657358066
DRFP_612,0.0003981563683548868
DRFP_1632,0.0003962992508475768
DRFP_475,0.00039410247125482386
DRFP_724,0.0003938876498048294
DRFP_30,0.00039332489315281887
DRFP_391,0.0003931003123798929
DRFP_310,0.0003917723460804018
DRFP_348,0.00038986501191408315
DRFP_662,0.0003895111245354503
DRFP_768,0.00038824883395628505
DRFP_1535,0.00038737036839697097
DRFP_873,0.0003850252445493496
DRFP_255,0.0003849139751191707
DRFP_1625,0.0003844201024652215
DRFP_157,0.00038424675737409164
DRFP_1587,0.000383420956140405
DRFP_2036,0.00038230876539500073
DRFP_569,0.0003802568338406519
DRFP_248,0.0003790601458198343
DRFP_54,0.00037748223118251405
DRFP_1905,0.00037686489836563625
DRFP_1555,0.0003765120113029538
DRFP_1519,0.0003732887539875944
DRFP_920,0.0003723815033507613
DRFP_1271,0.0003715324532328911
DRFP_562,0.0003712962163497656
DRFP_1208,0.0003704898325694724
DRFP_500,0.00037011704456331354
DRFP_1721,0.0003696919789652166
DRFP_630,0.0003692717159147034
DRFP_577,0.00036907962028057345
DRFP_1521,0.00036816938606519284
DRFP_1063,0.00036765160470795817
DRFP_26,0.0003668038335564842
DRFP_1012,0.00036553520738373465
DRFP_1971,0.00036009699054428924
DRFP_1369,0.0003597478509351904
DRFP_132,0.0003596141263742922
DRFP_1575,0.0003585440592496616
DRFP_1511,0.00035718319505271526
DRFP_1034,0.00035713505770893666
DRFP_1901,0.0003570298249400919
DRFP_967,0.00035619870391515436
DRFP_1850,0.0003530723340550767
DRFP_1674,0.0003521575874284761
DRFP_987,0.0003518111066541682
DRFP_210,0.0003502175980684847
DRFP_726,0.000349985890666242
DRFP_1536,0.00034996346832917233
DRFP_1033,0.0003466177954913045
DRFP_1881,0.00034639029663125333
DRFP_213,0.00034638616346617377
DRFP_1942,0.00034438939569886973
DRFP_425,0.00034317041587694644
DRFP_41,0.00034269373837237597
DRFP_1101,0.0003423991702505708
DRFP_446,0.0003409633439238509
DRFP_535,0.0003399185687891026
DRFP_58,0.00033855440472773947
DRFP_1501,0.0003383493494949451
DRFP_1961,0.00033664863869997853
DRFP_998,0.0003333983829738229
DRFP_1466,0.00033281744615253837
DRFP_1567,0.00033264038302067105
DRFP_1534,0.0003308517693974363
DRFP_848,0.0003299005108526429
DRFP_1293,0.0003294111528925165
DRFP_572,0.00032854242561701627
DRFP_957,0.00032815615225382773
DRFP_201,0.0003262088032300264
DRFP_1113,0.00032459904546029375
DRFP_439,0.00032384463351842847
DRFP_1390,0.00032197665204761764
DRFP_1505,0.0003204622542783284
DRFP_1432,0.000319285211762798
DRFP_1409,0.00031928379780965397
DRFP_968,0.00031907020736456884
DRFP_1428,0.0003188756543119077
DRFP_2008,0.00031845125385437023
DRFP_1655,0.0003176454815157727
DRFP_734,0.00031519885151351035
DRFP_1816,0.0003149289815391499
DRFP_69,0.0003138764468907715
DRFP_1163,0.0003131945172149135
DRFP_605,0.00031256095539753434
DRFP_708,0.0003120652936976526
DRFP_1228,0.0003118705036172667
DRFP_66,0.0003111389152798626
DRFP_735,0.00031089586692050944
DRFP_611,0.0003107408384080504
DRFP_1217,0.0003106533118683095
DRFP_1004,0.0003102190326230917
DRFP_778,0.00030976724585861555
DRFP_269,0.00030906648189425804
DRFP_188,0.0003082989501352692
DRFP_1551,0.000306526664578373
DRFP_606,0.00030634413839560835
DRFP_1669,0.00030609882762980847
DRFP_1578,0.0003051579543599252
DRFP_689,0.00030432537409265744
DRFP_1979,0.0003040709502859188
DRFP_328,0.00030288692087825997
DRFP_774,0.0003019820220630443
DRFP_898,0.00030052370487421224
DRFP_1652,0.0002995241021742517
DRFP_366,0.0002979079353603136
DRFP_1626,0.0002975035254766025
DRFP_830,0.0002974688815338036
DRFP_673,0.00029728241885519446
DRFP_271,0.00029698034028395576
DRFP_1968,0.0002959830204950962
DRFP_34,0.0002959157130093405
DRFP_344,0.0002957786673585808
DRFP_1159,0.00029417933297077226
DRFP_814,0.00029416940385438846
DRFP_1121,0.0002922306969962232
DRFP_1705,0.0002919363534572327
DRFP_455,0.00029169440375328965
DRFP_358,0.00028959730742486253
DRFP_1222,0.0002890896562365397
DRFP_2039,0.00028739812083963606
DRFP_1498,0.00028690814902354497
DRFP_1866,0.00028275650781336655
DRFP_1787,0.00028171849567543784
DRFP_658,0.0002815042277045843
DRFP_937,0.0002807067217880612
DRFP_4,0.0002798237423183431
DRFP_1732,0.00027874201138121076
DRFP_912,0.0002787026073720388
DRFP_1116,0.000278272487194511
DRFP_148,0.00027758904501492334
DRFP_1111,0.00027744167407500574
DRFP_1284,0.00027719698058597847
DRFP_1938,0.00027690495175771985
DRFP_482,0.0002754628635158582
DRFP_1589,0.0002739927870726582
DRFP_747,0.00027155489107179276
DRFP_510,0.0002686791628447052
DRFP_1413,0.0002674831702488045
DRFP_1940,0.00026719814796593
DRFP_1083,0.0002627936685489027
DRFP_540,0.0002618555963730984
DRFP_996,0.00026183006922212934
DRFP_423,0.00026157480978467404
DRFP_1276,0.0002601634503388592
DRFP_96,0.00025833115060084385
DRFP_1135,0.0002581816458299187
DRFP_1002,0.0002581764251143993
DRFP_1057,0.00025785931309949206
DRFP_1833,0.0002577953545851017
DRFP_1702,0.0002556093156239655
DRFP_1797,0.00025543118705147774
DRFP_892,0.0002553990566866036
DRFP_1299,0.0002552247097903845
DRFP_291,0.00025499836268237175
DRFP_1065,0.00025438197541418505
DRFP_1130,0.0002532368411451497
Desc_NumAliphaticHeterocycles,0.0002528352515285975
DRFP_796,0.00025275640983830764
DRFP_1579,0.0002497272884737535
DRFP_1029,0.0002487001011827113
DRFP_745,0.00024803297751631987
DRFP_916,0.00024773348224813567
DRFP_360,0.0002474214355255948
DRFP_62,0.00024665073568402044
DRFP_75,0.0002466448128931612
DRFP_935,0.0002465512515038525
DRFP_728,0.0002464926557445725
DRFP_285,0.00024535068556193933
DRFP_1609,0.0002448680312926682
DRFP_136,0.00024417537789416503
DRFP_1266,0.00024346155866871087
DRFP_1512,0.00024262401796471507
DRFP_783,0.00024164162116274457
DRFP_1749,0.00024161434851509102
DRFP_1604,0.00023995258220136254
DRFP_1644,0.000239739098379058
DRFP_364,0.00023963894605175592
DRFP_1712,0.00023906425248234033
DRFP_901,0.00023801529652830568
DRFP_175,0.00023782512939165792
DRFP_844,0.00023746208572354835
DRFP_2007,0.00023744019523068267
DRFP_281,0.000236953488709091
DRFP_1645,0.00023509643322602622
DRFP_484,0.00023498636470423322
DRFP_170,0.00023398055651237932
DRFP_1006,0.0002337582983368278
DRFP_909,0.0002332222989746391
DRFP_1599,0.0002323429852482977
DRFP_76,0.00023027989338087536
DRFP_1458,0.00022953802536889638
DRFP_1028,0.00022949075185135017
DRFP_1639,0.00022948949988978653
DRFP_1115,0.000229477047525345
DRFP_1203,0.00022711557345703285
DRFP_553,0.00022705483422690503
DRFP_2006,0.00022705125935272702
DRFP_556,0.0002262231141520659
DRFP_896,0.00022621694413598584
DRFP_776,0.0002259715262170527
DRFP_130,0.0002244463474313041
DRFP_1677,0.00022417122210391206
DRFP_1776,0.00022387939466854645
DRFP_1347,0.00022351808384810202
DRFP_1571,0.00022331665167853724
DRFP_913,0.00022313574488610867
DRFP_408,0.00022313315336522152
DRFP_1912,0.00022271525642842581
DRFP_1523,0.00022208805378432907
DRFP_1283,0.00022129156950493923
DRFP_1368,0.00022030007431857242
DRFP_1055,0.00021986645885381872
DRFP_354,0.00021981426034747362
DRFP_707,0.00021960328402905786
DRFP_319,0.0002193067950270727
DRFP_666,0.00021904039105859085
DRFP_139,0.0002186025336262449
DRFP_410,0.00021731982248269328
DRFP_532,0.0002169780762199295
DRFP_1407,0.0002163647925722734
DRFP_1152,0.00021571066802064946
DRFP_657,0.00021538509230084835
DRFP_1513,0.00021516842705012796
DRFP_1653,0.0002151035608268144
DRFP_1009,0.0002141285876602094
DRFP_1392,0.00021283212491967404
DRFP_1147,0.0002123575358629408
DRFP_1507,0.00021223457112901775
DRFP_1861,0.00021102937954227855
DRFP_1789,0.00020932952842274405
DRFP_1950,0.00020903857573421794
DRFP_1642,0.00020837200451742722
DRFP_599,0.00020759236457063436
DRFP_579,0.00020701694983177383
DRFP_1672,0.00020682250992476344
DRFP_826,0.0002056325442519316
DRFP_304,0.0002055575388308979
DRFP_1714,0.00020519192503056684
DRFP_1126,0.00020438989775355414
DRFP_1187,0.00020438381430771925
DRFP_2002,0.00020420415211108145
DRFP_1941,0.0002030973073078941
DRFP_1053,0.0002030805692769258
DRFP_874,0.00020267542143877508
DRFP_1524,0.00020176892930048103
DRFP_1762,0.00020120098984713501
DRFP_665,0.00020103440879485097
DRFP_1378,0.0001999696318240105
DRFP_305,0.0001986648224549556
DRFP_1676,0.00019858002625701012
DRFP_1694,0.0001982875941872829
DRFP_15,0.00019822833485158575
DRFP_1490,0.00019812642454569595
DRFP_442,0.00019798051748565266
DRFP_1887,0.0001974138414312801
DRFP_1800,0.00019679386259939148
DRFP_401,0.00019665295938171907
DRFP_44,0.00019652260244227892
DRFP_835,0.00019651739478141036
DRFP_1445,0.00019605212579886126
DRFP_1753,0.00019599850976529645
DRFP_1730,0.00019564147050633418
DRFP_549,0.00019514778099681538
DRFP_1935,0.00019512056931579884
DRFP_1973,0.00019493032412805974
DRFP_862,0.00019463133066532226
DRFP_907,0.00019433446119032093
DRFP_1483,0.00019189740334416992
DRFP_838,0.00019181674990920188
DRFP_1828,0.00019161900048315014
DRFP_523,0.00019136410136846112
DRFP_1503,0.0001913352415176253
DRFP_854,0.0001908670853544524
DRFP_165,0.00019006777396176553
DRFP_1601,0.0001898173672873069
DRFP_2001,0.00018962567267400158
DRFP_1461,0.00018919497592143137
DRFP_524,0.0001889794714790751
DRFP_1117,0.00018871919086045914
